run_key,rep,qid,layer,lane,pro_signal,persona,lang,intent,reasoning_mode_sent,chat_mode_sent,request_id,ts_utc,t_first_event_s,t_first_stage_s,ttft_first_delta_s,_ttft_content_s,total_s,delta_events,frame_count,max_gap_s,db_model,db_model_tier,db_ai_reasoning_mode,db_prompt_tokens,db_completion_tokens,_cost_usd,_price_model,_usage_src,error,response_chars,quality_pass,first_touch_tier,session_id
L3-25#r2,2,L3-25,L3,pro,user_profile.is_pro=true,exam_candidate,zh,deep_analysis,deep,deep_analysis,wt406q06-l3-25-r2-7d4b03,2026-09-25T19:26:54+00:00,0.0266,0.0266,5.3447,5.3447,104.5591,19,65,10.0968,qwen3_8_max,max,deep,2292,1984,0.016488000000000003,qwen3.8-max,db,,283,False,,3374c0cf-4e0f-4ebf-929b-f6cf7c36b836
L3-26#r2,2,L3-26,L3,pro,user_profile.is_pro=true,self_learner,zh,deep_analysis,deep,deep_analysis,wt406q06-l3-26-r2-9e9802,2026-09-25T19:28:39+00:00,0.0258,0.0258,141.5911,141.5911,221.2004,308,372,10.0806,qwen3_8_max,max,deep,2784,7149,0.048462000000000005,qwen3.8-max,db,,3608,True,,7de8dcd2-c2d1-410d-b73d-4382caadfd1a
L3-27#r2,2,L3-27,L3,free,none,college_student,zh,planning,balanced,study_plan,wt406q06-l3-27-r2-74a03c,2026-09-25T19:32:21+00:00,0.0334,0.0334,9.9624,9.9624,33.5156,20,45,10.0904,dashscope_fast,fast,balanced,1737,220,8.463006993006992e-05,qwen3.7-flash,db,,463,False,,7de8dcd2-c2d1-410d-b73d-4382caadfd1a
L3-28#r2,2,L3-28,L3,free,none,professional,zh,planning,balanced,study_plan,wt406q06-l3-28-r2-db1c6b,2026-09-25T19:32:56+00:00,0.0249,0.0249,2.0489,2.0489,27.5379,57,75,10.0584,dashscope_fast,fast,balanced,13529,752,0.0005281780419580419,qwen3.7-flash,db,,1304,True,,7de8dcd2-c2d1-410d-b73d-4382caadfd1a
L3-29#r2,2,L3-29,L3,free,none,exam_candidate,zh,planning,balanced,study_plan,wt406q06-l3-29-r2-41166c,2026-09-25T19:33:24+00:00,0.0213,0.0213,2.9849,2.9849,15.066,14,39,9.6743,dashscope_fast,fast,balanced,1383,144,6.313720279720279e-05,qwen3.7-flash,db,,325,False,,c1bfd3da-26c6-4e33-8149-e8160a99872a
L3-30#r2,2,L3-30,L3,free,none,self_learner,en,planning,balanced,study_plan,wt406q06-l3-30-r2-18f24b,2026-09-25T19:33:40+00:00,0.0208,0.0208,,,1.1198,0,7,1.0854,default,,balanced,0,0,0.0,fallback,db,,58,False,,
L3-31#r2,2,L3-31,L3,free,none,researcher,zh,planning,balanced,study_plan,wt406q06-l3-31-r2-c34b83,2026-09-25T19:33:42+00:00,0.0463,0.0463,8.0332,8.0332,31.7572,22,48,10.0894,dashscope_fast,fast,balanced,1748,239,8.756447552447551e-05,qwen3.7-flash,db,,422,False,,c1bfd3da-26c6-4e33-8149-e8160a99872a
L3-32#r2,2,L3-32,L3,free,none,beginner,zh,planning,balanced,study_plan,wt406q06-l3-32-r2-55a6b3,2026-09-25T19:34:14+00:00,0.1361,0.1361,2.4569,2.4569,42.9869,83,102,10.082,dashscope_fast,fast,balanced,13543,1111,0.000577522937062937,qwen3.7-flash,db,,1728,True,,953bcdac-3281-4134-a4b9-33d081bdcbd2
L3-33#r2,2,L3-33,L3,free,none,college_student,zh,planning,balanced,study_plan,wt406q06-l3-33-r2-dad9b5,2026-09-25T19:34:58+00:00,0.0289,0.0289,8.3067,8.3067,20.3499,17,41,9.1223,dashscope_fast,fast,balanced,1776,183,8.081706293706293e-05,qwen3.7-flash,db,,347,False,,953bcdac-3281-4134-a4b9-33d081bdcbd2
L3-34#r2,2,L3-34,L3,free,none,professional,mixed,planning,balanced,study_plan,wt406q06-l3-34-r2-34cd97,2026-09-25T19:35:19+00:00,0.0412,0.0412,,,1.424,0,7,1.3686,default,,balanced,0,0,0.0,fallback,db,,74,False,,
L3-35#r2,2,L3-35,L3,free,none,self_learner,zh,planning,balanced,study_plan,wt406q06-l3-35-r2-2eee1f,2026-09-25T19:35:22+00:00,0.0133,0.0133,3.1736,3.1736,23.0183,2,20,10.0817,dashscope_fast,fast,balanced,13367,96,0.0004337173426573426,qwen3.7-flash,db,,225,False,,6939361a-f44e-4349-a1a9-1b40c703ed8f
L3-36#r2,2,L3-36,L3,free,none,beginner,zh,long_context_qa,balanced,standard,wt406q06-l3-36-r2-241234,2026-09-25T19:35:45+00:00,0.0162,0.0162,5.8704,5.8704,29.3588,61,80,10.0948,dashscope_fast,fast,balanced,2873,831,0.00020361104895104894,qwen3.7-flash,db,,1454,True,,6939361a-f44e-4349-a1a9-1b40c703ed8f
L3-37#r2,2,L3-37,L3,free,none,professional,en,long_context_qa,balanced,standard,wt406q06-l3-37-r2-72fcaa,2026-09-25T19:36:16+00:00,0.0195,0.0195,5.7369,5.7369,38.053,18,46,10.0177,dashscope_fast,fast,balanced,1338,157,6.349202797202797e-05,qwen3.7-flash,db,,361,False,,6939361a-f44e-4349-a1a9-1b40c703ed8f
L3-38#r2,2,L3-38,L3,free,none,researcher,zh,long_context_qa,balanced,standard,wt406q06-l3-38-r2-49f680,2026-09-25T19:36:54+00:00,0.0215,0.0215,10.4344,10.4344,24.554,81,97,9.8315,dashscope_fast,fast,balanced,3157,1062,0.00024401580419580417,qwen3.7-flash,db,,2040,False,,254d888b-4b35-4579-9c02-46846ad2c021
L3-39#r2,2,L3-39,L3,free,none,exam_candidate,zh,long_context_qa,balanced,standard,wt406q06-l3-39-r2-bd836b,2026-09-25T19:37:20+00:00,0.0148,0.0148,7.0091,7.0091,43.6457,29,50,10.0804,dashscope_fast,fast,balanced,2682,359,0.00013330293706293703,qwen3.7-flash,db,,666,True,,254d888b-4b35-4579-9c02-46846ad2c021
L3-40#r2,2,L3-40,L3,pro,user_profile.is_pro=true,college_student,zh,long_context_qa,deep,standard,wt406q06-l3-40-r2-d44a18,2026-09-25T19:38:04+00:00,0.0226,0.0226,7.3504,7.3504,56.9195,42,67,10.0781,dashscope_chat,plus,deep,2748,618,0.00146013986013986,qwen3.7-plus,db,,1047,False,,254d888b-4b35-4579-9c02-46846ad2c021
L3-41#r2,2,L3-41,L3,pro,user_profile.is_pro=true,professional,zh,long_context_qa,deep,standard,wt406q06-l3-41-r2-b6ea1c,2026-09-25T19:39:02+00:00,0.0266,0.0266,8.1242,8.1242,41.5778,56,76,10.0772,dashscope_chat,plus,deep,2796,853,0.0017365034965034962,qwen3.7-plus,db,,1430,True,,2ce412f9-6711-47fb-ace0-703300452983
L3-42#r2,2,L3-42,L3,pro,user_profile.is_pro=true,researcher,zh,long_context_qa,deep,standard,wt406q06-l3-42-r2-6bfcd8,2026-09-25T19:39:44+00:00,0.0414,0.0414,6.3729,6.3729,26.731,62,83,10.0676,dashscope_chat,plus,deep,2778,943,0.001832167832167832,qwen3.7-plus,db,,1634,True,,2ce412f9-6711-47fb-ace0-703300452983
L3-44#r2,2,L3-44,L3,pro,user_profile.is_pro=true,exam_candidate,zh,deep_analysis,deep,deep_analysis,wt406q06-l3-44-r2-5ae0d5,2026-09-25T19:40:13+00:00,0.0534,0.0534,164.0951,164.0951,240.0036,377,443,3.4336,default,,balanced,0,0,0.0,fallback,db,,4393,True,,d5fe2bda-5836-4813-a21f-bdcc33708b90
L3-45#r2,2,L3-45,L3,pro,user_profile.is_pro=true,professional,zh,deep_analysis,deep,deep_analysis,wt406q06-l3-45-r2-7dfe30,2026-09-25T19:44:14+00:00,0.0509,0.0509,42.4799,42.4799,56.8441,4,28,10.0817,qwen3_8_max,max,deep,2433,377,0.007128,qwen3.8-max,db,,102,False,,d5fe2bda-5836-4813-a21f-bdcc33708b90
L3-46#r2,2,L3-46,L3,pro,user_profile.is_pro=true,college_student,zh,deep_analysis,deep,deep_analysis,wt406q06-l3-46-r2-14a332,2026-09-25T19:45:11+00:00,0.0142,0.0142,47.4488,47.4488,71.3902,20,56,10.0886,qwen3_8_max,max,deep,2925,1747,0.016332,qwen3.8-max,db,,262,False,,d5fe2bda-5836-4813-a21f-bdcc33708b90
L3-47#r2,2,L3-47,L3,pro,user_profile.is_pro=true,researcher,zh,deep_analysis,deep,deep_analysis,wt406q06-l3-47-r2-cbae6b,2026-09-25T19:46:23+00:00,0.0359,0.0359,116.7155,116.7155,157.0773,95,151,10.0843,qwen3_8_max,max,deep,2411,4409,0.031276,qwen3.8-max,db,,1262,True,,493b453a-8515-4750-a093-c101ef4beb19
L3-48#r2,2,L3-48,L3,pro,user_profile.is_pro=true,self_learner,zh,deep_analysis,deep,deep_analysis,wt406q06-l3-48-r2-cedf35,2026-09-25T19:49:01+00:00,0.0266,0.0266,109.1243,109.1243,141.9741,63,116,10.0833,qwen3_8_max,max,deep,2578,4132,0.029948000000000002,qwen3.8-max,db,,852,True,,493b453a-8515-4750-a093-c101ef4beb19
L3-49#r2,2,L3-49,L3,pro,user_profile.is_pro=true,exam_candidate,en,deep_analysis,deep,deep_analysis,wt406q06-l3-49-r2-88c260,2026-09-25T19:51:24+00:00,0.019,0.019,191.3169,191.3169,240.0092,244,317,3.7967,default,,balanced,0,0,0.0,fallback,db,,3105,False,,493b453a-8515-4750-a093-c101ef4beb19
L3-50#r2,2,L3-50,L3,pro,user_profile.is_pro=true,professional,zh,deep_analysis,deep,deep_analysis,wt406q06-l3-50-r2-ff39b3,2026-09-25T19:55:25+00:00,0.0601,0.0601,114.6724,114.6724,128.3228,30,63,10.0953,qwen3_8_max,max,deep,2638,650,0.009176,qwen3.8-max,db,,715,True,,d2e9d2f4-64fa-4071-8cbf-71056766ab27
L2-30#r1,1,L2-30,L2,free,none,professional,mixed,code_review,deep,standard,wt406q06-l2-30-r1-aa7d94,2026-09-25T19:58:18+00:00,0.0341,,,,0.0346,0,2,0.0002,,,,,,,unknown,none,2,61,False,,
L3-43#r1,1,L3-43,L3,pro,user_profile.is_pro=true,self_learner,mixed,long_context_qa,deep,standard,wt406q06-l3-43-r1-f80ca8,2026-09-25T19:58:18+00:00,0.0535,,,,0.0548,0,2,0.0005,,,,,,,unknown,none,2,61,False,,
L2-30#r2,2,L2-30,L2,free,none,professional,mixed,code_review,deep,standard,wt406q06-l2-30-r2-6071e8,2026-09-25T19:58:19+00:00,0.0228,,,,0.0233,0,2,0.0002,,,,,,,unknown,none,2,61,False,,
L3-43#r2,2,L3-43,L3,pro,user_profile.is_pro=true,self_learner,mixed,long_context_qa,deep,standard,wt406q06-l3-43-r2-9c09d0,2026-09-25T19:58:20+00:00,0.0168,,,,0.0181,0,2,0.001,,,,,,,unknown,none,2,61,False,,
